 p V(out) V(in) 
 1.912 0.11501 1.912 
 1.913 0.11443 1.913 
 1.914 0.11385 1.914 
 1.915 0.11327 1.915 
 1.916 0.1127 1.916 
 1.917 0.11213 1.917 
 1.918 0.11156 1.918 
 1.919 0.11099 1.919 
 1.92 0.11043 1.92 
 1.921 0.10987 1.921 
 1.922 0.10931 1.922 
 1.923 0.10875 1.923 
 1.924 0.1082 1.924 
 1.925 0.10764 1.925 
 1.926 0.10709 1.926 
 1.927 0.10654 1.927 
 1.928 0.106 1.928 
 1.929 0.10545 1.929 
 1.93 0.10491 1.93 
 1.931 0.10437 1.931 
 1.932 0.10383 1.932 
 1.933 0.10329 1.933 
 1.934 0.10276 1.934 
 1.935 0.10223 1.935 
 1.936 0.1017 1.936 
 1.937 0.10117 1.937 
 1.938 0.10064 1.938 
 1.939 0.10012 1.939 
 1.94 0.099596 1.94 
 1.941 0.099075 1.941 
 1.942 0.098558 1.942 
 1.943 0.098041 1.943 
 1.944 0.097528 1.944 
 1.945 0.097016 1.945 
 1.946 0.096506 1.946 
 1.947 0.095998 1.947 
 1.948 0.095492 1.948 
 1.949 0.094988 1.949 
 1.95 0.094486 1.95 
 1.951 0.093986 1.951 
 1.952 0.093488 1.952 
 1.953 0.092992 1.953 
 1.954 0.092498 1.954 
 1.955 0.092005 1.955 
 1.956 0.091515 1.956 
 1.957 0.091026 1.957 
 1.958 0.09054 1.958 
 1.959 0.090055 1.959 
 1.96 0.089573 1.96 
 1.961 0.089091 1.961 
 1.962 0.088613 1.962 
 1.963 0.088135 1.963 
 1.964 0.08766 1.964 
 1.965 0.087186 1.965 
 1.966 0.086715 1.966 
 1.967 0.086245 1.967 
 1.968 0.085777 1.968 
 1.969 0.085311 1.969 
 1.97 0.084847 1.97 
 1.971 0.084384 1.971 
 1.972 0.083924 1.972 
 1.973 0.083465 1.973 
 1.974 0.083008 1.974 
 1.975 0.082552 1.975 
 1.976 0.082099 1.976 
 1.977 0.081647 1.977 
 1.978 0.081198 1.978 
 1.979 0.080749 1.979 
 1.98 0.080303 1.98 
 1.981 0.079858 1.981 
 1.982 0.079415 1.982 
 1.983 0.078974 1.983 
 1.984 0.078535 1.984 
 1.985 0.078097 1.985 
 1.986 0.077661 1.986 
 1.987 0.077226 1.987 
 1.988 0.076794 1.988 
 1.989 0.076363 1.989 
 1.99 0.075934 1.99 
 1.991 0.075506 1.991 
 1.992 0.075081 1.992 
 1.993 0.074656 1.993 
 1.994 0.074234 1.994 
 1.995 0.073813 1.995 
 1.996 0.073395 1.996 
 1.997 0.072977 1.997 
 1.998 0.072561 1.998 
 1.999 0.072147 1.999 
 2. 0.071735 2. 
 2.001 0.071324 2.001 
 2.002 0.070915 2.002 
 2.003 0.070507 2.003 
 2.004 0.070101 2.004 
 2.005 0.069696 2.005 
 2.006 0.069294 2.006 
 2.007 0.068893 2.007 
 2.008 0.068493 2.008 
 2.009 0.068095 2.009 
 2.01 0.067699 2.01 
 2.011 0.067304 2.011 
 2.012 0.066911 2.012 
 2.013 0.066519 2.013 
 2.014 0.066129 2.014 
 2.015 0.06574 2.015 
 2.016 0.065354 2.016 
 2.017 0.064968 2.017 
 2.018 0.064585 2.018 
 2.019 0.064202 2.019 
 2.02 0.063822 2.02 
 2.021 0.063442 2.021 
 2.022 0.063065 2.022 
 2.023 0.062688 2.023 
 2.024 0.062314 2.024 
 2.025 0.06194 2.025 
 2.026 0.061569 2.026 
 2.027 0.061199 2.027 
 2.028 0.060831 2.028 
 2.029 0.060463 2.029 
 2.03 0.060098 2.03 
 2.031 0.059733 2.031 
 2.032 0.059371 2.032 
 2.033 0.059009 2.033 
 2.034 0.05865 2.034 
 2.035 0.058291 2.035 
 2.036 0.057935 2.036 
 2.037 0.057579 2.037 
 2.038 0.057226 2.038 
 2.039 0.056873 2.039 
 2.04 0.056522 2.04 
 2.041 0.056172 2.041 
 2.042 0.055825 2.042 
 2.043 0.055478 2.043 
 2.044 0.055133 2.044 
 2.045 0.054789 2.045 
 2.046 0.054447 2.046 
 2.047 0.054105 2.047 
 2.048 0.053766 2.048 
 2.049 0.053428 2.049 
 2.05 0.053091 2.05 
 2.051 0.052755 2.051 
 2.052 0.052422 2.052 
 2.053 0.052089 2.053 
 2.054 0.051758 2.054 
 2.055 0.051428 2.055 
 2.056 0.0511 2.056 
 2.057 0.050772 2.057 
 2.058 0.050447 2.058 
 2.059 0.050122 2.059 
 2.06 0.0498 2.06 
 2.061 0.049478 2.061 
 2.062 0.049158 2.062 
 2.063 0.048839 2.063 
 2.064 0.048521 2.064 
 2.065 0.048205 2.065 
 2.066 0.04789 2.066 
 2.067 0.047576 2.067 
 2.068 0.047265 2.068 
 2.069 0.046953 2.069 
 2.07 0.046644 2.07 
 2.071 0.046335 2.071 
 2.072 0.046029 2.072 
 2.073 0.045723 2.073 
 2.074 0.045419 2.074 
 2.075 0.045116 2.075 
 2.076 0.044814 2.076 
 2.077 0.044513 2.077 
 2.078 0.044215 2.078 
 2.079 0.043916 2.079 
 2.08 0.04362 2.08 
 2.081 0.043325 2.081 
 2.082 0.043031 2.082 
 2.083 0.042738 2.083 
 2.084 0.042447 2.084 
 2.085 0.042156 2.085 
 2.086 0.041868 2.086 
 2.087 0.04158 2.087 
 2.088 0.041294 2.088 
 2.089 0.041008 2.089 
 2.09 0.040725 2.09 
 2.091 0.040442 2.091 
 2.092 0.040161 2.092 
 2.093 0.03988 2.093 
 2.094 0.039601 2.094 
 2.095 0.039323 2.095 
 2.096 0.039047 2.096 
 2.097 0.038772 2.097 
 2.098 0.038498 2.098 
 2.099 0.038225 2.099 
 2.1 0.037954 2.1 
 2.101 0.037683 2.101 
 2.102 0.037414 2.102 
 2.103 0.037146 2.103 
 2.104 0.036879 2.104 
 2.105 0.036613 2.105 
 2.106 0.036349 2.106 
 2.107 0.036086 2.107 
 2.108 0.035824 2.108 
 2.109 0.035563 2.109 
 2.11 0.035304 2.11 
 2.111 0.035045 2.111 
 2.112 0.034788 2.112 
 2.113 0.034532 2.113 
 2.114 0.034277 2.114 
 2.115 0.034023 2.115 
 2.116 0.033771 2.116 
 2.117 0.033519 2.117 
 2.118 0.033269 2.118 
 2.119 0.03302 2.119 
 2.12 0.032772 2.12 
 2.121 0.032525 2.121 
 2.122 0.03228 2.122 
 2.123 0.032035 2.123 
 2.124 0.031792 2.124 
 2.125 0.031549 2.125 
 2.126 0.031308 2.126 
 2.127 0.031068 2.127 
 2.128 0.03083 2.128 
 2.129 0.030592 2.129 
 2.13 0.030355 2.13 
 2.131 0.030119 2.131 
 2.132 0.029885 2.132 
 2.133 0.029652 2.133 
 2.134 0.02942 2.134 
 2.135 0.029189 2.135 
 2.136 0.028959 2.136 
 2.137 0.02873 2.137 
 2.138 0.028503 2.138 
 2.139 0.028276 2.139 
 2.14 0.028051 2.14 
 2.141 0.027826 2.141 
 2.142 0.027603 2.142 
 2.143 0.02738 2.143 
 2.144 0.027159 2.144 
 2.145 0.026939 2.145 
 2.146 0.02672 2.146 
 2.147 0.026502 2.147 
 2.148 0.026285 2.148 
 2.149 0.026069 2.149 
 2.15 0.025855 2.15 
 2.151 0.025641 2.151 
 2.152 0.025429 2.152 
 2.153 0.025217 2.153 
 2.154 0.025007 2.154 
 2.155 0.024797 2.155 
 2.156 0.024589 2.156 
 2.157 0.024381 2.157 
 2.158 0.024175 2.158 
 2.159 0.02397 2.159 
 2.16 0.023766 2.16 
 2.161 0.023562 2.161 
 2.162 0.023361 2.162 
 2.163 0.023159 2.163 
 2.164 0.022959 2.164 
 2.165 0.02276 2.165 
 2.166 0.022562 2.166 
 2.167 0.022365 2.167 
 2.168 0.02217 2.168 
 2.169 0.021974 2.169 
 2.17 0.021781 2.17 
 2.171 0.021587 2.171 
 2.172 0.021396 2.172 
 2.173 0.021205 2.173 
 2.174 0.021015 2.174 
 2.175 0.020826 2.175 
 2.176 0.020638 2.176 
 2.177 0.020451 2.177 
 2.178 0.020266 2.178 
 2.179 0.02008 2.179 
 2.18 0.019897 2.18 
 2.181 0.019714 2.181 
 2.182 0.019532 2.182 
 2.183 0.019351 2.183 
 2.184 0.019171 2.184 
 2.185 0.018992 2.185 
 2.186 0.018814 2.186 
 2.187 0.018637 2.187 
 2.188 0.018461 2.188 
 2.189 0.018286 2.189 
 2.19 0.018112 2.19 
 2.191 0.017939 2.191 
 2.192 0.017767 2.192 
 2.193 0.017595 2.193 
 2.194 0.017425 2.194 
 2.195 0.017256 2.195 
 2.196 0.017088 2.196 
 2.197 0.01692 2.197 
 2.198 0.016754 2.198 
 2.199 0.016588 2.199 
 2.2 0.016424 2.2 
 2.201 0.01626 2.201 
 2.202 0.016098 2.202 
 2.203 0.015936 2.203 
 2.204 0.015775 2.204 
 2.205 0.015615 2.205 
 2.206 0.015457 2.206 
 2.207 0.015298 2.207 
 2.208 0.015142 2.208 
 2.209 0.014985 2.209 
 2.21 0.01483 2.21 
 2.211 0.014676 2.211 
 2.212 0.014523 2.212 
 2.213 0.01437 2.213 
 2.214 0.014219 2.214 
 2.215 0.014068 2.215 
 2.216 0.013919 2.216 
 2.217 0.01377 2.217 
 2.218 0.013622 2.218 
 2.219 0.013475 2.219 
 2.22 0.013329 2.22 
 2.221 0.013184 2.221 
 2.222 0.01304 2.222 
 2.223 0.012896 2.223 
 2.224 0.012754 2.224 
 2.225 0.012612 2.225 
 2.226 0.012472 2.226 
 2.227 0.012332 2.227 
 2.228 0.012193 2.228 
 2.229 0.012055 2.229 
 2.23 0.011918 2.23 
 2.231 0.011782 2.231 
 2.232 0.011647 2.232 
 2.233 0.011512 2.233 
 2.234 0.011379 2.234 
 2.235 0.011246 2.235 
 2.236 0.011114 2.236 
 2.237 0.010983 2.237 
 2.238 0.010853 2.238 
 2.239 0.010724 2.239 
 2.24 0.010596 2.24 
 2.241 0.010468 2.241 
 2.242 0.010341 2.242 
 2.243 0.010215 2.243 
 2.244 0.010091 2.244 
 2.245 0.0099665 2.245 
 2.246 0.0098436 2.246 
 2.247 0.009721 2.247 
 2.248 0.0095998 2.248 
 2.249 0.0094789 2.249 
 2.25 0.0093594 2.25 
 2.251 0.0092401 2.251 
 2.252 0.0091224 2.252 
 2.253 0.0090048 2.253 
 2.254 0.0088888 2.254 
 2.255 0.0087728 2.255 
 2.256 0.0086585 2.256 
 2.257 0.0085442 2.257 
 2.258 0.0084315 2.258 
 2.259 0.0083189 2.259 
 2.26 0.0082079 2.26 
 2.261 0.008097 2.261 
 2.262 0.0079876 2.262 
 2.263 0.0078783 2.263 
 2.264 0.0077705 2.264 
 2.265 0.0076629 2.265 
 2.266 0.0075568 2.266 
 2.267 0.0074508 2.267 
 2.268 0.0073463 2.268 
 2.269 0.007242 2.269 
 2.27 0.0071391 2.27 
 2.271 0.0070364 2.271 
 2.272 0.0069352 2.272 
 2.273 0.0068341 2.273 
 2.274 0.0067345 2.274 
 2.275 0.006635 2.275 
 2.276 0.0065369 2.276 
 2.277 0.0064391 2.277 
 2.278 0.0063426 2.278 
 2.279 0.0062463 2.279 
 2.28 0.0061515 2.28 
 2.281 0.0060568 2.281 
 2.282 0.0059636 2.282 
 2.283 0.0058705 2.283 
 2.284 0.0057788 2.284 
 2.285 0.0056873 2.285 
 2.286 0.0055972 2.286 
 2.287 0.0055072 2.287 
 2.288 0.0054187 2.288 
 2.289 0.0053303 2.289 
 2.29 0.0052434 2.29 
 2.291 0.0051565 2.291 
 2.292 0.0050711 2.292 
 2.293 0.0049858 2.293 
 2.294 0.004902 2.294 
 2.295 0.0048183 2.295 
 2.296 0.0047359 2.296 
 2.297 0.0046537 2.297 
 2.298 0.004573 2.298 
 2.299 0.0044923 2.299 
 2.3 0.0044131 2.3 
 2.301 0.0043339 2.301 
 2.302 0.0042562 2.302 
 2.303 0.0041789 2.303 
 2.304 0.0041024 2.304 
 2.305 0.0040266 2.305 
 2.306 0.0039516 2.306 
 2.307 0.0038774 2.307 
 2.308 0.0038039 2.308 
 2.309 0.0037311 2.309 
 2.31 0.0036591 2.31 
 2.311 0.0035878 2.311 
 2.312 0.0035173 2.312 
 2.313 0.0034475 2.313 
 2.314 0.0033785 2.314 
 2.315 0.0033102 2.315 
 2.316 0.0032427 2.316 
 2.317 0.0031759 2.317 
 2.318 0.0031098 2.318 
 2.319 0.0030445 2.319 
 2.32 0.0029799 2.32 
 2.321 0.0029161 2.321 
 2.322 0.0028529 2.322 
 2.323 0.0027905 2.323 
 2.324 0.0027289 2.324 
 2.325 0.0026679 2.325 
 2.326 0.0026077 2.326 
 2.327 0.0025483 2.327 
 2.328 0.0024895 2.328 
 2.329 0.0024315 2.329 
 2.33 0.0023741 2.33 
 2.331 0.0023175 2.331 
 2.332 0.0022617 2.332 
 2.333 0.0022065 2.333 
 2.334 0.002152 2.334 
 2.335 0.0020983 2.335 
 2.336 0.0020453 2.336 
 2.337 0.001993 2.337 
 2.338 0.0019414 2.338 
 2.339 0.0018905 2.339 
 2.34 0.0018403 2.34 
 2.341 0.0017908 2.341 
 2.342 0.0017421 2.342 
 2.343 0.001694 2.343 
 2.344 0.0016466 2.344 
 2.345 0.0016 2.345 
 2.346 0.001554 2.346 
 2.347 0.0015087 2.347 
 2.348 0.0014642 2.348 
 2.349 0.0014203 2.349 
 2.35 0.0013771 2.35 
 2.351 0.0013346 2.351 
 2.352 0.0012928 2.352 
 2.353 0.0012517 2.353 
 2.354 0.0012113 2.354 
 2.355 0.0011716 2.355 
 2.356 0.0011325 2.356 
 2.357 0.0010942 2.357 
 2.358 0.0010565 2.358 
 2.359 0.0010195 2.359 
 2.36 983.19E-6 2.36 
 2.361 947.56E-6 2.361 
 2.362 912.61E-6 2.362 
 2.363 878.33E-6 2.363 
 2.364 844.74E-6 2.364 
 2.365 811.81E-6 2.365 
 2.366 779.57E-6 2.366 
 2.367 747.99E-6 2.367 
 2.368 717.09E-6 2.368 
 2.369 686.85E-6 2.369 
 2.37 657.29E-6 2.37 
 2.371 628.39E-6 2.371 
 2.372 600.16E-6 2.372 
 2.373 572.6E-6 2.373 
 2.374 545.7E-6 2.374 
 2.375 519.46E-6 2.375 
 2.376 493.88E-6 2.376 
 2.377 468.97E-6 2.377 
 2.378 444.71E-6 2.378 
 2.379 421.11E-6 2.379 
 2.38 398.17E-6 2.38 
 2.381 375.89E-6 2.381 
 2.382 354.26E-6 2.382 
 2.383 333.28E-6 2.383 
 2.384 312.95E-6 2.384 
 2.385 293.28E-6 2.385 
 2.386 274.26E-6 2.386 
 2.387 255.88E-6 2.387 
 2.388 238.15E-6 2.388 
 2.389 221.07E-6 2.389 
 2.39 204.63E-6 2.39 
 2.391 188.84E-6 2.391 
 2.392 173.69E-6 2.392 
 2.393 159.19E-6 2.393 
 2.394 145.32E-6 2.394 
 2.395 132.09E-6 2.395 
 2.396 119.5E-6 2.396 
 2.397 107.55E-6 2.397 
 2.398 96.236E-6 2.398 
 2.399 85.556E-6 2.399 
 2.4 75.51E-6 2.4 
 2.401 66.096E-6 2.401 
 2.402 57.314E-6 2.402 
 2.403 49.162E-6 2.403 
 2.404 41.64E-6 2.404 
 2.405 34.747E-6 2.405 
 2.406 28.48E-6 2.406 
 2.407 22.84E-6 2.407 
 2.408 17.824E-6 2.408 
 2.409 13.433E-6 2.409 
 2.41 9.6645E-6 2.41 
 2.411 6.5178E-6 2.411 
 2.412 3.9918E-6 2.412 
 2.413 2.0854E-6 2.413 
 2.414 797.53E-9 2.414 
 2.415 126.74E-9 2.415 
 2.416 20.776E-9 2.416 
 2.417 20.764E-9 2.417 
 2.418 20.752E-9 2.418 
 2.419 20.74E-9 2.419 
 2.42 20.728E-9 2.42 
 2.421 20.716E-9 2.421 
 2.422 20.704E-9 2.422 
 2.423 20.692E-9 2.423 
 2.424 20.68E-9 2.424 
 2.425 20.669E-9 2.425 
 2.426 20.657E-9 2.426 
 2.427 20.645E-9 2.427 
 2.428 20.633E-9 2.428 
 2.429 20.621E-9 2.429 
 2.43 20.609E-9 2.43 
 2.431 20.598E-9 2.431 
 2.432 20.586E-9 2.432 
 2.433 20.574E-9 2.433 
 2.434 20.562E-9 2.434 
 2.435 20.55E-9 2.435 
 2.436 20.539E-9 2.436 
 2.437 20.527E-9 2.437 
 2.438 20.515E-9 2.438 
 2.439 20.504E-9 2.439 
 2.44 20.492E-9 2.44 
 2.441 20.48E-9 2.441 
 2.442 20.469E-9 2.442 
 2.443 20.457E-9 2.443 
 2.444 20.445E-9 2.444 
 2.445 20.434E-9 2.445 
 2.446 20.422E-9 2.446 
 2.447 20.411E-9 2.447 
 2.448 20.399E-9 2.448 
 2.449 20.387E-9 2.449 
 2.45 20.376E-9 2.45 
 2.451 20.364E-9 2.451 
 2.452 20.353E-9 2.452 
 2.453 20.341E-9 2.453 
 2.454 20.33E-9 2.454 
 2.455 20.318E-9 2.455 
 2.456 20.307E-9 2.456 
 2.457 20.295E-9 2.457 
 2.458 20.284E-9 2.458 
 2.459 20.272E-9 2.459 
 2.46 20.261E-9 2.46 
 2.461 20.25E-9 2.461 
 2.462 20.238E-9 2.462 
 2.463 20.227E-9 2.463 
 2.464 20.216E-9 2.464 
 2.465 20.204E-9 2.465 
 2.466 20.193E-9 2.466 
 2.467 20.181E-9 2.467 
 2.468 20.17E-9 2.468 
 2.469 20.159E-9 2.469 
 2.47 20.148E-9 2.47 
 2.471 20.136E-9 2.471 
 2.472 20.125E-9 2.472 
 2.473 20.114E-9 2.473 
 2.474 20.103E-9 2.474 
 2.475 20.091E-9 2.475 
 2.476 20.08E-9 2.476 
 2.477 20.069E-9 2.477 
 2.478 20.058E-9 2.478 
 2.479 20.047E-9 2.479 
 2.48 20.035E-9 2.48 
 2.481 20.024E-9 2.481 
 2.482 20.013E-9 2.482 
 2.483 20.002E-9 2.483 
 2.484 19.991E-9 2.484 
 2.485 19.98E-9 2.485 
 2.486 19.969E-9 2.486 
 2.487 19.958E-9 2.487 
 2.488 19.946E-9 2.488 
 2.489 19.935E-9 2.489 
 2.49 19.924E-9 2.49 
 2.491 19.913E-9 2.491 
 2.492 19.902E-9 2.492 
 2.493 19.891E-9 2.493 
 2.494 19.88E-9 2.494 
 2.495 19.869E-9 2.495 
 2.496 19.858E-9 2.496 
 2.497 19.847E-9 2.497 
 2.498 19.836E-9 2.498 
 2.499 19.826E-9 2.499 
 2.5 19.815E-9 2.5 
 2.501 19.804E-9 2.501 
 2.502 19.793E-9 2.502 
 2.503 19.782E-9 2.503 
 2.504 19.771E-9 2.504 
 2.505 19.76E-9 2.505 
 2.506 19.749E-9 2.506 
 2.507 19.739E-9 2.507 
 2.508 19.728E-9 2.508 
 2.509 19.717E-9 2.509 
 2.51 19.706E-9 2.51 
 2.511 19.695E-9 2.511 
 2.512 19.685E-9 2.512 
 2.513 19.674E-9 2.513 
 2.514 19.663E-9 2.514 
 2.515 19.652E-9 2.515 
 2.516 19.642E-9 2.516 
 2.517 19.631E-9 2.517 
 2.518 19.62E-9 2.518 
 2.519 19.609E-9 2.519 
 2.52 19.599E-9 2.52 
 2.521 19.588E-9 2.521 
 2.522 19.577E-9 2.522 
 2.523 19.567E-9 2.523 
 2.524 19.556E-9 2.524 
 2.525 19.545E-9 2.525 
 2.526 19.535E-9 2.526 
 2.527 19.524E-9 2.527 
 2.528 19.514E-9 2.528 
 2.529 19.503E-9 2.529 
 2.53 19.493E-9 2.53 
 2.531 19.482E-9 2.531 
 2.532 19.471E-9 2.532 
 2.533 19.461E-9 2.533 
 2.534 19.45E-9 2.534 
 2.535 19.44E-9 2.535 
 2.536 19.429E-9 2.536 
 2.537 19.419E-9 2.537 
 2.538 19.408E-9 2.538 
 2.539 19.398E-9 2.539 
 2.54 19.387E-9 2.54 
 2.541 19.377E-9 2.541 
 2.542 19.367E-9 2.542 
 2.543 19.356E-9 2.543 
 2.544 19.346E-9 2.544 
 2.545 19.335E-9 2.545 
 2.546 19.325E-9 2.546 
 2.547 19.315E-9 2.547 
 2.548 19.304E-9 2.548 
 2.549 19.294E-9 2.549 
 2.55 19.284E-9 2.55 
 2.551 19.273E-9 2.551 
 2.552 19.263E-9 2.552 
 2.553 19.253E-9 2.553 
 2.554 19.242E-9 2.554 
 2.555 19.232E-9 2.555 
 2.556 19.222E-9 2.556 
 2.557 19.211E-9 2.557 
 2.558 19.201E-9 2.558 
 2.559 19.191E-9 2.559 
 2.56 19.181E-9 2.56 
 2.561 19.17E-9 2.561 
 2.562 19.16E-9 2.562 
 2.563 19.15E-9 2.563 
 2.564 19.14E-9 2.564 
 2.565 19.13E-9 2.565 
 2.566 19.12E-9 2.566 
 2.567 19.109E-9 2.567 
 2.568 19.099E-9 2.568 
 2.569 19.089E-9 2.569 
 2.57 19.079E-9 2.57 
 2.571 19.069E-9 2.571 
 2.572 19.059E-9 2.572 
 2.573 19.049E-9 2.573 
 2.574 19.039E-9 2.574 
 2.575 19.029E-9 2.575 
 2.576 19.018E-9 2.576 
 2.577 19.008E-9 2.577 
 2.578 18.998E-9 2.578 
 2.579 18.988E-9 2.579 
 2.58 18.978E-9 2.58 
 2.581 18.968E-9 2.581 
 2.582 18.958E-9 2.582 
 2.583 18.948E-9 2.583 
 2.584 18.938E-9 2.584 
 2.585 18.928E-9 2.585 
 2.586 18.918E-9 2.586 
 2.587 18.908E-9 2.587 
 2.588 18.899E-9 2.588 
 2.589 18.889E-9 2.589 
 2.59 18.879E-9 2.59 
 2.591 18.869E-9 2.591 
 2.592 18.859E-9 2.592 
 2.593 18.849E-9 2.593 
 2.594 18.839E-9 2.594 
 2.595 18.829E-9 2.595 
 2.596 18.819E-9 2.596 
 2.597 18.81E-9 2.597 
 2.598 18.8E-9 2.598 
 2.599 18.79E-9 2.599 
 2.6 18.78E-9 2.6 
 2.601 18.77E-9 2.601 
 2.602 18.761E-9 2.602 
 2.603 18.751E-9 2.603 
 2.604 18.741E-9 2.604 
 2.605 18.731E-9 2.605 
 2.606 18.721E-9 2.606 
 2.607 18.712E-9 2.607 
 2.608 18.702E-9 2.608 
 2.609 18.692E-9 2.609 
 2.61 18.683E-9 2.61 
 2.611 18.673E-9 2.611 
 2.612 18.663E-9 2.612 
 2.613 18.654E-9 2.613 
 2.614 18.644E-9 2.614 
 2.615 18.634E-9 2.615 
 2.616 18.625E-9 2.616 
 2.617 18.615E-9 2.617 
 2.618 18.605E-9 2.618 
 2.619 18.596E-9 2.619 
 2.62 18.586E-9 2.62 
 2.621 18.576E-9 2.621 
 2.622 18.567E-9 2.622 
 2.623 18.557E-9 2.623 
 2.624 18.548E-9 2.624 
 2.625 18.538E-9 2.625 
 2.626 18.529E-9 2.626 
 2.627 18.519E-9 2.627 
 2.628 18.51E-9 2.628 
 2.629 18.5E-9 2.629 
 2.63 18.491E-9 2.63 
 2.631 18.481E-9 2.631 
 2.632 18.472E-9 2.632 
 2.633 18.462E-9 2.633 
 2.634 18.453E-9 2.634 
 2.635 18.443E-9 2.635 
 2.636 18.434E-9 2.636 
 2.637 18.424E-9 2.637 
 2.638 18.415E-9 2.638 
 2.639 18.405E-9 2.639 
 2.64 18.396E-9 2.64 
 2.641 18.387E-9 2.641 
 2.642 18.377E-9 2.642 
 2.643 18.368E-9 2.643 
 2.644 18.358E-9 2.644 
 2.645 18.349E-9 2.645 
 2.646 18.34E-9 2.646 
 2.647 18.33E-9 2.647 
 2.648 18.321E-9 2.648 
 2.649 18.312E-9 2.649 
 2.65 18.302E-9 2.65 
 2.651 18.293E-9 2.651 
 2.652 18.284E-9 2.652 
 2.653 18.274E-9 2.653 
 2.654 18.265E-9 2.654 
 2.655 18.256E-9 2.655 
 2.656 18.247E-9 2.656 
 2.657 18.237E-9 2.657 
 2.658 18.228E-9 2.658 
 2.659 18.219E-9 2.659 
 2.66 18.21E-9 2.66 
 2.661 18.2E-9 2.661 
 2.662 18.191E-9 2.662 
 2.663 18.182E-9 2.663 
 2.664 18.173E-9 2.664 
 2.665 18.164E-9 2.665 
 2.666 18.155E-9 2.666 
 2.667 18.145E-9 2.667 
 2.668 18.136E-9 2.668 
 2.669 18.127E-9 2.669 
 2.67 18.118E-9 2.67 
 2.671 18.109E-9 2.671 
 2.672 18.1E-9 2.672 
 2.673 18.091E-9 2.673 
 2.674 18.082E-9 2.674 
 2.675 18.072E-9 2.675 
 2.676 18.063E-9 2.676 
 2.677 18.054E-9 2.677 
 2.678 18.045E-9 2.678 
 2.679 18.036E-9 2.679 
 2.68 18.027E-9 2.68 
 2.681 18.018E-9 2.681 
 2.682 18.009E-9 2.682 
 2.683 18.E-9 2.683 
 2.684 17.991E-9 2.684 
 2.685 17.982E-9 2.685 
 2.686 17.973E-9 2.686 
 2.687 17.964E-9 2.687 
 2.688 17.955E-9 2.688 
 2.689 17.946E-9 2.689 
 2.69 17.937E-9 2.69 
 2.691 17.928E-9 2.691 
 2.692 17.919E-9 2.692 
 2.693 17.91E-9 2.693 
 2.694 17.902E-9 2.694 
 2.695 17.893E-9 2.695 
 2.696 17.884E-9 2.696 
 2.697 17.875E-9 2.697 
 2.698 17.866E-9 2.698 
 2.699 17.857E-9 2.699 
 2.7 17.848E-9 2.7 
 2.701 17.839E-9 2.701 
 2.702 17.831E-9 2.702 
 2.703 17.822E-9 2.703 
 2.704 17.813E-9 2.704 
 2.705 17.804E-9 2.705 
 2.706 17.795E-9 2.706 
 2.707 17.787E-9 2.707 
 2.708 17.778E-9 2.708 
 2.709 17.769E-9 2.709 
 2.71 17.76E-9 2.71 
 2.711 17.751E-9 2.711 
 2.712 17.743E-9 2.712 
 2.713 17.734E-9 2.713 
 2.714 17.725E-9 2.714 
 2.715 17.716E-9 2.715 
 2.716 17.708E-9 2.716 
 2.717 17.699E-9 2.717 
 2.718 17.69E-9 2.718 
 2.719 17.682E-9 2.719 
 2.72 17.673E-9 2.72 
 2.721 17.664E-9 2.721 
 2.722 17.656E-9 2.722 
 2.723 17.647E-9 2.723 
 2.724 17.638E-9 2.724 
 2.725 17.63E-9 2.725 
 2.726 17.621E-9 2.726 
 2.727 17.612E-9 2.727 
 2.728 17.604E-9 2.728 
 2.729 17.595E-9 2.729 
 2.73 17.586E-9 2.73 
 2.731 17.578E-9 2.731 
 2.732 17.569E-9 2.732 
 2.733 17.561E-9 2.733 
 2.734 17.552E-9 2.734 
 2.735 17.544E-9 2.735 
 2.736 17.535E-9 2.736 
 2.737 17.527E-9 2.737 
 2.738 17.518E-9 2.738 
 2.739 17.509E-9 2.739 
 2.74 17.501E-9 2.74 
 2.741 17.492E-9 2.741 
 2.742 17.484E-9 2.742 
 2.743 17.475E-9 2.743 
 2.744 17.467E-9 2.744 
 2.745 17.458E-9 2.745 
 2.746 17.45E-9 2.746 
 2.747 17.442E-9 2.747 
 2.748 17.433E-9 2.748 
 2.749 17.425E-9 2.749 
 2.75 17.416E-9 2.75 
 2.751 17.408E-9 2.751 
 2.752 17.399E-9 2.752 
 2.753 17.391E-9 2.753 
 2.754 17.383E-9 2.754 
 2.755 17.374E-9 2.755 
 2.756 17.366E-9 2.756 
 2.757 17.357E-9 2.757 
 2.758 17.349E-9 2.758 
 2.759 17.341E-9 2.759 
 2.76 17.332E-9 2.76 
 2.761 17.324E-9 2.761 
 2.762 17.316E-9 2.762 
 2.763 17.307E-9 2.763 
 2.764 17.299E-9 2.764 
 2.765 17.291E-9 2.765 
 2.766 17.282E-9 2.766 
 2.767 17.274E-9 2.767 
 2.768 17.266E-9 2.768 
 2.769 17.257E-9 2.769 
 2.77 17.249E-9 2.77 
 2.771 17.241E-9 2.771 
 2.772 17.233E-9 2.772 
 2.773 17.224E-9 2.773 
 2.774 17.216E-9 2.774 
 2.775 17.208E-9 2.775 
 2.776 17.2E-9 2.776 
 2.777 17.191E-9 2.777 
 2.778 17.183E-9 2.778 
 2.779 17.175E-9 2.779 
 2.78 17.167E-9 2.78 
